Address,Age,Bathroom,Bedroom,Distance_coast,Landsize,Latitude,Longitude,Price,Rooms
0,51.0,0.0,311.0,5427.30174564534,0.0,37.83,-122.26,150000.0,936.0
0,49.0,0.0,202.0,6363.94801261769,0.0,37.84,-122.26,118800.0,713.0
0,52.0,0.0,202.0,6363.94801261769,0.0,37.84,-122.26,188800.0,950.0
0,52.0,0.0,311.0,5427.30174564534,0.0,37.83,-122.26,184400.0,1443.0
0,52.0,0.0,420.0,5427.30174564534,0.0,37.83,-122.26,182300.0,1656.0
0,50.0,0.0,322.0,5427.30174564534,0.0,37.83,-122.26,142500.0,1125.0
0,43.0,0.0,312.0,4012.37142896127,0.0,37.82,-122.27,137500.0,1007.0
0,40.0,0.0,195.0,4569.92738545906,0.0,37.82,-122.26,187500.0,624.0
0,40.0,0.0,375.0,4012.37142896127,0.0,37.82,-122.27,112500.0,946.0
0,21.0,0.0,453.0,4012.37142896127,0.0,37.82,-122.27,171900.0,896.0
0,43.0,0.0,456.0,4012.37142896127,0.0,37.82,-122.27,93800.0,1868.0
0,41.0,0.0,853.0,4012.37142896127,0.0,37.82,-122.27,97500.0,3221.0
0,52.0,0.0,456.0,4012.37142896127,0.0,37.82,-122.27,104200.0,1630.0
0,52.0,0.0,235.0,3585.76569534236,0.0,37.82,-122.28,87500.0,1170.0
0,52.0,0.0,243.0,3585.76569534236,0.0,37.82,-122.28,83100.0,945.0
0,52.0,0.0,288.0,3585.76569534236,0.0,37.82,-122.28,87500.0,1238.0
0,52.0,0.0,335.0,3585.76569534236,0.0,37.82,-122.28,85300.0,1489.0
0,52.0,0.0,341.0,3585.76569534236,0.0,37.82,-122.28,80300.0,1387.0
0,2.0,0.0,43.0,3340.66007838528,0.0,37.82,-122.29,60000.0,158.0
0,52.0,0.0,211.0,4442.14980901594,0.0,37.83,-122.29,75700.0,1121.0
0,49.0,0.0,29.0,3340.66007838528,0.0,37.82,-122.29,75000.0,135.0
0,50.0,0.0,190.0,2249.48592561738,0.0,37.81,-122.29,86100.0,760.0
0,52.0,0.0,237.0,2214.98605591486,0.0,37.81,-122.3,76100.0,1224.0
0,48.0,0.0,182.0,2214.98605591486,0.0,37.81,-122.3,73500.0,828.0
0,52.0,0.0,209.0,2214.98605591486,0.0,37.81,-122.3,78400.0,1010.0
0,48.0,0.0,354.0,2214.98605591486,0.0,37.81,-122.3,84400.0,1455.0
0,52.0,0.0,244.0,1197.17435507093,0.0,37.8,-122.29,81300.0,1027.0
0,52.0,0.0,109.0,2214.98605591486,0.0,37.81,-122.3,85000.0,572.0
0,46.0,0.0,644.0,2249.48592561738,0.0,37.81,-122.29,129200.0,2801.0
0,26.0,0.0,152.0,2249.48592561738,0.0,37.81,-122.29,82500.0,768.0
0,46.0,0.0,297.0,2249.48592561738,0.0,37.81,-122.29,95200.0,935.0
0,49.0,0.0,204.0,2249.48592561738,0.0,37.81,-122.29,75000.0,844.0
0,46.0,0.0,4.0,2249.48592561738,0.0,37.81,-122.29,67500.0,12.0
0,20.0,0.0,161.0,2249.48592561738,0.0,37.81,-122.29,137500.0,835.0
0,17.0,0.0,462.0,2599.63896101145,0.0,37.81,-122.28,177500.0,1237.0
0,36.0,0.0,562.0,2599.63896101145,0.0,37.81,-122.28,102100.0,2914.0
0,19.0,0.0,243.0,2599.63896101145,0.0,37.81,-122.28,108300.0,1207.0
0,23.0,0.0,374.0,2249.48592561738,0.0,37.81,-122.29,112500.0,1745.0
0,38.0,0.0,176.0,1769.57399830806,0.0,37.8,-122.28,131300.0,684.0
0,17.0,0.0,289.0,2599.63896101145,0.0,37.81,-122.28,162500.0,924.0
0,52.0,0.0,56.0,3162.27301203445,0.0,37.81,-122.27,112500.0,210.0
0,52.0,0.0,97.0,2599.63896101145,0.0,37.81,-122.28,112500.0,340.0
0,52.0,0.0,164.0,2599.63896101145,0.0,37.81,-122.28,137500.0,386.0
0,35.0,0.0,184.0,2599.63896101145,0.0,37.81,-122.28,118800.0,948.0
0,52.0,0.0,143.0,2599.63896101145,0.0,37.81,-122.28,98200.0,773.0
0,40.0,0.0,451.0,3162.27301203445,0.0,37.81,-122.27,118800.0,880.0
0,10.0,0.0,348.0,3162.27301203445,0.0,37.81,-122.27,162500.0,875.0
0,10.0,0.0,42.0,2524.61461566918,0.0,37.8,-122.27,137500.0,105.0
0,52.0,0.0,78.0,2524.61461566918,0.0,37.8,-122.27,500001.0,249.0
0,16.0,0.0,392.0,2524.61461566918,0.0,37.8,-122.27,162500.0,994.0
0,52.0,0.0,87.0,1769.57399830806,0.0,37.8,-122.28,137500.0,215.0
0,52.0,0.0,31.0,1769.57399830806,0.0,37.8,-122.28,162500.0,96.0
0,27.0,0.0,347.0,2284.78654341632,0.0,37.79,-122.27,187500.0,1055.0
0,39.0,0.0,623.0,2524.61461566918,0.0,37.8,-122.27,179200.0,1715.0
0,36.0,0.0,2477.0,3340.67161897622,0.0,37.8,-122.26,130000.0,5329.0
0,31.0,0.0,1331.0,4569.92738545906,0.0,37.82,-122.26,183800.0,4596.0
0,29.0,0.0,107.0,3845.2217774209,0.0,37.81,-122.26,125000.0,335.0
0,22.0,0.0,1270.0,4569.92738545906,0.0,37.82,-122.26,170000.0,3682.0
0,37.0,0.0,1085.0,4569.92738545906,0.0,37.82,-122.26,193100.0,3633.0
0,29.0,0.0,1414.0,4595.14987977277,0.0,37.81,-122.25,257800.0,4656.0
0,28.0,0.0,1603.0,4595.14987977277,0.0,37.81,-122.25,273400.0,5806.0
0,39.0,0.0,242.0,4595.14987977277,0.0,37.81,-122.25,237500.0,854.0
0,52.0,0.0,701.0,4595.14987977277,0.0,37.81,-122.25,350000.0,2155.0
0,34.0,0.0,1914.0,3845.2217774209,0.0,37.81,-122.26,335700.0,5871.0
0,52.0,0.0,225.0,5923.30723562356,0.0,37.82,-122.24,313400.0,1509.0
0,52.0,0.0,482.0,5384.14210717744,0.0,37.81,-122.24,268500.0,2026.0
0,52.0,0.0,460.0,4595.14987977277,0.0,37.81,-122.25,259400.0,1758.0
0,52.0,0.0,751.0,5923.30723562356,0.0,37.82,-122.24,275700.0,3481.0
0,28.0,0.0,855.0,5216.61298549131,0.0,37.82,-122.25,225000.0,3337.0
0,52.0,0.0,289.0,5216.61298549131,0.0,37.82,-122.25,262500.0,1424.0
0,32.0,0.0,1098.0,5216.61298549131,0.0,37.82,-122.25,218500.0,3809.0
0,26.0,0.0,1196.0,5216.61298549131,0.0,37.82,-122.25,255000.0,3959.0
0,52.0,0.0,559.0,5981.93628131735,0.0,37.83,-122.25,224100.0,2376.0
0,35.0,0.0,428.0,5981.93628131735,0.0,37.83,-122.25,243100.0,1613.0
0,52.0,0.0,287.0,5981.93628131735,0.0,37.83,-122.25,231600.0,1279.0
0,28.0,0.0,1750.0,5981.93628131735,0.0,37.83,-122.25,218500.0,5022.0
0,52.0,0.0,1105.0,5981.93628131735,0.0,37.83,-122.25,234100.0,4190.0
0,50.0,0.0,399.0,8006.9337455887,0.0,37.84,-122.23,327600.0,2515.0
0,47.0,0.0,454.0,8006.9337455887,0.0,37.84,-122.23,347600.0,3175.0
0,41.0,0.0,406.0,6607.19402132895,0.0,37.83,-122.24,366100.0,2576.0
0,37.0,0.0,54.0,8259.08510932293,0.0,37.85,-122.24,335000.0,334.0
0,52.0,0.0,411.0,8810.49828547664,0.0,37.85,-122.23,373600.0,2800.0
0,52.0,0.0,574.0,7395.76357883113,0.0,37.84,-122.24,389500.0,3529.0
0,52.0,0.0,365.0,8259.08510932293,0.0,37.85,-122.24,391100.0,2612.0
0,28.0,0.0,1048.0,9411.71336422041,0.0,37.85,-122.22,337300.0,5287.0
0,50.0,0.0,473.0,8664.17575344934,0.0,37.84,-122.22,295200.0,2935.0
0,44.0,0.0,597.0,9357.78709042734,0.0,37.84,-122.21,292300.0,3424.0
0,40.0,0.0,674.0,8748.16138905638,0.0,37.83,-122.21,411500.0,4991.0
0,30.0,0.0,346.0,10080.2629475809,0.0,37.84,-122.2,311500.0,2211.0
0,34.0,0.0,490.0,9357.78709042734,0.0,37.84,-122.21,325900.0,3038.0
0,18.0,0.0,210.0,10825.8259229329,0.0,37.84,-122.19,392600.0,1617.0
0,35.0,0.0,460.0,10080.2629475809,0.0,37.84,-122.2,319300.0,2865.0
0,34.0,0.0,788.0,8748.16138905638,0.0,37.83,-122.21,333300.0,5065.0
0,28.0,0.0,184.0,10303.6241568699,0.0,37.83,-122.19,335200.0,1326.0
0,26.0,0.0,223.0,9517.12943476246,0.0,37.83,-122.2,351200.0,1589.0
0,29.0,0.0,271.0,10303.6241568699,0.0,37.83,-122.19,368900.0,1791.0
0,32.0,0.0,264.0,9879.4582441999,0.0,37.82,-122.19,365900.0,1835.0
0,37.0,0.0,181.0,9056.08442765898,0.0,37.82,-122.2,366700.0,1229.0
0,39.0,0.0,534.0,9056.08442765898,0.0,37.82,-122.2,362800.0,3770.0
0,30.0,0.0,38.0,9430.44816519297,0.0,37.81,-122.18,483300.0,292.0
0,52.0,0.0,333.0,8244.10925029415,0.0,37.82,-122.21,331400.0,2375.0
0,45.0,0.0,436.0,8713.34829677824,0.0,37.81,-122.2,323500.0,2964.0
0,50.0,0.0,605.0,7632.42688548035,0.0,37.8,-122.21,216700.0,2833.0
0,38.0,0.0,535.0,7632.42688548035,0.0,37.8,-122.21,233100.0,2254.0
0,52.0,0.0,212.0,7865.95246331904,0.0,37.81,-122.21,296400.0,1389.0
0,52.0,0.0,335.0,7026.22866235321,0.0,37.81,-122.22,273700.0,1971.0
0,52.0,0.0,465.0,6763.64753654356,0.0,37.8,-122.22,227700.0,2183.0
0,52.0,0.0,464.0,6763.64753654356,0.0,37.8,-122.22,199600.0,2286.0
0,52.0,0.0,541.0,6763.64753654356,0.0,37.8,-122.22,239800.0,2721.0
0,52.0,0.0,339.0,7026.22866235321,0.0,37.81,-122.22,270100.0,2024.0
0,52.0,0.0,536.0,7026.22866235321,0.0,37.81,-122.22,302100.0,2944.0
0,52.0,0.0,486.0,5897.79929046248,0.0,37.8,-122.23,269500.0,2033.0
0,52.0,0.0,229.0,6197.29633514239,0.0,37.81,-122.23,314700.0,1433.0
0,52.0,0.0,402.0,7026.22866235321,0.0,37.81,-122.22,390100.0,2927.0
0,52.0,0.0,292.0,6197.29633514239,0.0,37.81,-122.23,410300.0,2315.0
0,52.0,0.0,313.0,5384.14210717744,0.0,37.81,-122.24,352400.0,2485.0
0,52.0,0.0,238.0,5384.14210717744,0.0,37.81,-122.24,287300.0,1490.0
0,52.0,0.0,365.0,6197.29633514239,0.0,37.81,-122.23,348700.0,2814.0
0,52.0,0.0,550.0,5384.14210717744,0.0,37.81,-122.24,243800.0,2093.0
0,52.0,0.0,168.0,5036.39411717906,0.0,37.8,-122.24,211500.0,888.0
0,52.0,0.0,510.0,4182.1783564641,0.0,37.8,-122.25,218400.0,2087.0
0,52.0,0.0,502.0,5384.14210717744,0.0,37.81,-122.24,269900.0,2513.0
0,46.0,0.0,835.0,4595.14987977277,0.0,37.81,-122.25,218800.0,3232.0
0,42.0,0.0,1065.0,4182.1783564641,0.0,37.8,-122.25,225000.0,4120.0
0,43.0,0.0,792.0,4182.1783564641,0.0,37.8,-122.25,250000.0,2364.0
0,41.0,0.0,469.0,4182.1783564641,0.0,37.8,-122.25,171400.0,1471.0
0,29.0,0.0,864.0,4182.1783564641,0.0,37.8,-122.25,193800.0,2468.0
0,27.0,0.0,492.0,4920.81365501877,0.0,37.79,-122.24,125000.0,1632.0
0,45.0,0.0,526.0,4042.11469450141,0.0,37.79,-122.25,97500.0,1786.0
0,50.0,0.0,188.0,4042.11469450141,0.0,37.79,-122.25,125000.0,629.0
0,52.0,0.0,391.0,4042.11469450141,0.0,37.79,-122.25,138800.0,1339.0
0,36.0,0.0,606.0,4182.1783564641,0.0,37.8,-122.25,116700.0,1678.0
0,43.0,0.0,647.0,4182.1783564641,0.0,37.8,-122.25,151800.0,2344.0
0,52.0,0.0,228.0,5036.39411717906,0.0,37.8,-122.24,127000.0,996.0
0,52.0,0.0,373.0,5036.39411717906,0.0,37.8,-122.24,128600.0,1591.0
0,52.0,0.0,398.0,5036.39411717906,0.0,37.8,-122.24,140600.0,1586.0
0,47.0,0.0,588.0,5036.39411717906,0.0,37.8,-122.24,182700.0,2046.0
0,52.0,0.0,289.0,5897.79929046248,0.0,37.8,-122.23,146900.0,1192.0
0,52.0,0.0,420.0,5036.39411717906,0.0,37.8,-122.24,122800.0,1803.0
0,49.0,0.0,749.0,5036.39411717906,0.0,37.8,-122.24,169300.0,2838.0
0,52.0,0.0,184.0,5897.79929046248,0.0,37.8,-122.23,126600.0,783.0
0,51.0,0.0,414.0,5897.79929046248,0.0,37.8,-122.23,127900.0,1590.0
0,50.0,0.0,480.0,5897.79929046248,0.0,37.8,-122.23,123500.0,1746.0
0,52.0,0.0,299.0,5897.79929046248,0.0,37.8,-122.23,111900.0,1252.0
0,43.0,0.0,1344.0,5799.52176777353,0.0,37.79,-122.23,112800.0,5963.0
0,52.0,0.0,395.0,5799.52176777353,0.0,37.79,-122.23,107900.0,1783.0
0,30.0,0.0,264.0,5799.52176777353,0.0,37.79,-122.23,137500.0,999.0
0,39.0,0.0,431.0,4920.81365501877,0.0,37.79,-122.24,105500.0,1469.0
0,47.0,0.0,395.0,4920.81365501877,0.0,37.79,-122.24,95500.0,1372.0
0,52.0,0.0,180.0,4920.81365501877,0.0,37.79,-122.24,116100.0,674.0
0,43.0,0.0,376.0,4920.81365501877,0.0,37.79,-122.24,112200.0,1626.0
0,51.0,0.0,43.0,4042.11469450141,0.0,37.79,-122.25,75000.0,175.0
0,39.0,0.0,129.0,4042.11469450141,0.0,37.79,-122.25,112500.0,461.0
0,52.0,0.0,237.0,4042.11469450141,0.0,37.79,-122.25,125000.0,902.0
0,20.0,0.0,779.0,3340.67161897622,0.0,37.8,-122.26,115000.0,2373.0
0,52.0,0.0,128.0,4226.27769924116,0.0,37.77,-122.22,95000.0,391.0
0,52.0,0.0,301.0,4226.27769924116,0.0,37.77,-122.22,96400.0,1137.0
0,52.0,0.0,206.0,4276.79661607913,0.0,37.77,-122.23,72000.0,769.0
0,52.0,0.0,146.0,5377.37195161567,0.0,37.78,-122.23,71300.0,472.0
0,52.0,0.0,215.0,5377.37195161567,0.0,37.78,-122.23,80800.0,862.0
0,50.0,0.0,530.0,5337.28592845899,0.0,37.78,-122.22,128800.0,1920.0
0,43.0,0.0,472.0,5377.37195161567,0.0,37.78,-122.23,112500.0,1420.0
0,52.0,0.0,258.0,5377.37195161567,0.0,37.78,-122.23,119400.0,986.0
0,44.0,0.0,825.0,5377.37195161567,0.0,37.78,-122.23,118100.0,2340.0
0,48.0,0.0,396.0,5799.52176777353,0.0,37.79,-122.23,122500.0,1696.0
0,49.0,0.0,217.0,5799.52176777353,0.0,37.79,-122.23,106300.0,1175.0
0,37.0,0.0,574.0,6448.61855862843,0.0,37.79,-122.22,132500.0,2343.0
0,30.0,0.0,145.0,5799.52176777353,0.0,37.79,-122.23,122700.0,610.0
0,40.0,0.0,199.0,5799.52176777353,0.0,37.79,-122.23,113300.0,930.0
0,44.0,0.0,314.0,6448.61855862843,0.0,37.79,-122.22,109500.0,1487.0
0,52.0,0.0,690.0,6448.61855862843,0.0,37.79,-122.22,164700.0,3424.0
0,52.0,0.0,190.0,6534.58334406559,0.0,37.79,-122.21,125000.0,762.0
0,46.0,0.0,575.0,6448.61855862843,0.0,37.79,-122.22,124700.0,2366.0
0,49.0,0.0,450.0,6448.61855862843,0.0,37.79,-122.22,136700.0,1826.0
0,38.0,0.0,711.0,6448.61855862843,0.0,37.79,-122.22,141700.0,3049.0
0,29.0,0.0,376.0,6735.16337844539,0.0,37.79,-122.2,150000.0,1640.0
0,47.0,0.0,307.0,6534.58334406559,0.0,37.79,-122.21,138800.0,1543.0
0,34.0,0.0,557.0,6534.58334406559,0.0,37.79,-122.21,139200.0,2364.0
0,35.0,0.0,409.0,6534.58334406559,0.0,37.79,-122.21,143800.0,1745.0
0,39.0,0.0,500.0,7632.42688548035,0.0,37.8,-122.21,156500.0,2003.0
0,39.0,0.0,447.0,7632.42688548035,0.0,37.8,-122.21,151000.0,2018.0
0,43.0,0.0,499.0,7805.94883659466,0.0,37.8,-122.2,273000.0,3045.0
0,52.0,0.0,293.0,7805.94883659466,0.0,37.8,-122.2,217100.0,1547.0
0,52.0,0.0,711.0,7632.42688548035,0.0,37.8,-122.21,187100.0,3519.0
0,41.0,0.0,354.0,7805.94883659466,0.0,37.8,-122.2,239600.0,2070.0
0,48.0,0.0,263.0,7632.42688548035,0.0,37.8,-122.21,229700.0,1321.0
0,48.0,0.0,259.0,8070.90220385803,0.0,37.8,-122.19,257300.0,1694.0
0,46.0,0.0,341.0,8070.90220385803,0.0,37.8,-122.19,246900.0,1938.0
0,50.0,0.0,195.0,7040.56958247757,0.0,37.79,-122.19,179900.0,968.0
0,40.0,0.0,256.0,6735.16337844539,0.0,37.79,-122.2,169600.0,1060.0
0,46.0,0.0,405.0,7805.94883659466,0.0,37.8,-122.2,203300.0,2041.0
0,52.0,0.0,271.0,8070.90220385803,0.0,37.8,-122.19,263400.0,1813.0
0,45.0,0.0,451.0,7040.56958247757,0.0,37.79,-122.19,231800.0,2718.0
0,28.0,0.0,761.0,7040.56958247757,0.0,37.79,-122.19,140500.0,3144.0
0,35.0,0.0,459.0,6735.16337844539,0.0,37.79,-122.2,126000.0,1802.0
0,49.0,0.0,195.0,6735.16337844539,0.0,37.79,-122.2,122000.0,882.0
0,44.0,0.0,452.0,6735.16337844539,0.0,37.79,-122.2,134700.0,1621.0
0,45.0,0.0,533.0,6534.58334406559,0.0,37.79,-122.21,139400.0,2115.0
0,45.0,0.0,528.0,6735.16337844539,0.0,37.79,-122.2,115400.0,2021.0
0,46.0,0.0,508.0,5440.85197516609,0.0,37.78,-122.21,137300.0,2239.0
0,52.0,0.0,300.0,5440.85197516609,0.0,37.78,-122.21,137000.0,1477.0
0,52.0,0.0,224.0,5440.85197516609,0.0,37.78,-122.21,142600.0,1056.0
0,49.0,0.0,244.0,5440.85197516609,0.0,37.78,-122.21,137500.0,898.0
0,44.0,0.0,710.0,5337.28592845899,0.0,37.78,-122.22,111700.0,2968.0
0,43.0,0.0,460.0,5440.85197516609,0.0,37.78,-122.21,126800.0,1702.0
0,47.0,0.0,248.0,5440.85197516609,0.0,37.78,-122.21,111300.0,881.0
0,40.0,0.0,114.0,4226.27769924116,0.0,37.77,-122.22,114800.0,494.0
0,50.0,0.0,473.0,5337.28592845899,0.0,37.78,-122.22,102300.0,1776.0
0,44.0,0.0,514.0,5337.28592845899,0.0,37.78,-122.22,131900.0,1678.0
0,51.0,0.0,463.0,5337.28592845899,0.0,37.78,-122.22,119100.0,1637.0
0,52.0,0.0,314.0,3290.23382793124,0.0,37.76,-122.21,80600.0,1420.0
0,52.0,0.0,173.0,4356.35435538161,0.0,37.77,-122.21,80600.0,591.0
0,52.0,0.0,153.0,4356.35435538161,0.0,37.77,-122.21,88800.0,745.0
0,49.0,0.0,498.0,4651.90170986027,0.0,37.77,-122.2,102400.0,2272.0
0,46.0,0.0,375.0,4356.35435538161,0.0,37.77,-122.21,98700.0,1234.0
0,43.0,0.0,328.0,4356.35435538161,0.0,37.77,-122.21,100000.0,1017.0
0,42.0,0.0,254.0,5084.14416655728,0.0,37.77,-122.19,92300.0,932.0
0,39.0,0.0,597.0,4651.90170986027,0.0,37.77,-122.2,94800.0,2689.0
0,41.0,0.0,415.0,4651.90170986027,0.0,37.77,-122.2,102000.0,1547.0
0,52.0,0.0,443.0,5680.21799703996,0.0,37.78,-122.2,158400.0,2300.0
0,39.0,0.0,399.0,5680.21799703996,0.0,37.78,-122.2,121600.0,1752.0
0,50.0,0.0,403.0,5680.21799703996,0.0,37.78,-122.2,129100.0,1867.0
0,43.0,0.0,502.0,4651.90170986027,0.0,37.77,-122.2,121400.0,2430.0
0,44.0,0.0,414.0,5440.85197516609,0.0,37.78,-122.21,102800.0,1729.0
0,52.0,0.0,180.0,6039.25822319236,0.0,37.78,-122.19,160000.0,1026.0
0,52.0,0.0,428.0,5084.14416655728,0.0,37.77,-122.19,143900.0,2170.0
0,52.0,0.0,445.0,5084.14416655728,0.0,37.77,-122.19,151200.0,2329.0
0,52.0,0.0,415.0,6039.25822319236,0.0,37.78,-122.19,164400.0,2492.0
0,52.0,0.0,397.0,6039.25822319236,0.0,37.78,-122.19,156500.0,2198.0
0,33.0,0.0,31.0,6498.16592163785,0.0,37.78,-122.18,225000.0,142.0
0,49.0,0.0,205.0,6039.25822319236,0.0,37.78,-122.19,174200.0,1183.0
0,52.0,0.0,193.0,6039.25822319236,0.0,37.78,-122.19,166900.0,1070.0
0,45.0,0.0,332.0,5680.21799703996,0.0,37.78,-122.2,163500.0,1766.0
0,39.0,0.0,95.0,7437.90040042022,0.0,37.79,-122.18,253000.0,617.0
0,41.0,0.0,233.0,7437.90040042022,0.0,37.79,-122.18,240700.0,1411.0
0,46.0,0.0,387.0,7437.90040042022,0.0,37.79,-122.18,208100.0,2109.0
0,47.0,0.0,243.0,7040.56958247757,0.0,37.79,-122.19,198100.0,1229.0
0,50.0,0.0,217.0,7040.56958247757,0.0,37.79,-122.19,172800.0,954.0
0,37.0,0.0,262.0,9430.44816519297,0.0,37.81,-122.18,336700.0,1643.0
0,34.0,0.0,195.0,8419.70465338958,0.0,37.8,-122.18,318200.0,1355.0
0,23.0,0.0,336.0,8419.70465338958,0.0,37.8,-122.18,285800.0,2317.0
0,24.0,0.0,317.0,9141.32382318979,0.0,37.77,-122.13,293000.0,2459.0
0,22.0,0.0,2048.0,8453.66729628656,0.0,37.79,-122.16,371000.0,12842.0
0,42.0,0.0,260.0,7037.4311935817,0.0,37.78,-122.17,157300.0,1524.0
0,30.0,0.0,746.0,6237.23375316198,0.0,37.77,-122.17,135300.0,3326.0
0,43.0,0.0,440.0,6498.16592163785,0.0,37.78,-122.18,136700.0,1985.0
0,50.0,0.0,322.0,6498.16592163785,0.0,37.78,-122.18,160700.0,1642.0
0,49.0,0.0,177.0,7037.4311935817,0.0,37.78,-122.17,140600.0,893.0
0,52.0,0.0,128.0,7037.4311935817,0.0,37.78,-122.17,144000.0,653.0
0,47.0,0.0,217.0,6910.08794008082,0.0,37.77,-122.16,161900.0,1256.0
0,48.0,0.0,194.0,6910.08794008082,0.0,37.77,-122.16,156300.0,977.0
0,45.0,0.0,397.0,6910.08794008082,0.0,37.77,-122.16,176000.0,2324.0
0,39.0,0.0,349.0,6910.08794008082,0.0,37.77,-122.16,145800.0,1583.0
0,39.0,0.0,342.0,6237.23375316198,0.0,37.77,-122.17,141900.0,1612.0
0,31.0,0.0,533.0,6237.23375316198,0.0,37.77,-122.17,90700.0,2424.0
0,41.0,0.0,367.0,5545.59229413325,0.0,37.76,-122.17,90600.0,1594.0
0,47.0,0.0,413.0,5545.59229413325,0.0,37.76,-122.17,107900.0,2118.0
0,37.0,0.0,358.0,4842.76186584122,0.0,37.76,-122.18,107000.0,1575.0
0,38.0,0.0,397.0,5545.59229413325,0.0,37.76,-122.17,98200.0,1764.0
0,50.0,0.0,261.0,4842.76186584122,0.0,37.76,-122.18,89500.0,1187.0
0,52.0,0.0,175.0,4842.76186584122,0.0,37.76,-122.18,93800.0,754.0
0,49.0,0.0,452.0,4842.76186584122,0.0,37.76,-122.18,96700.0,2308.0
0,27.0,0.0,236.0,5621.63858550477,0.0,37.77,-122.18,97500.0,909.0
0,42.0,0.0,257.0,5621.63858550477,0.0,37.77,-122.18,97300.0,1180.0
0,43.0,0.0,408.0,4842.76186584122,0.0,37.76,-122.18,91200.0,2018.0
0,49.0,0.0,282.0,4206.81186951674,0.0,37.76,-122.19,91400.0,1368.0
0,52.0,0.0,547.0,5621.63858550477,0.0,37.77,-122.18,96200.0,2744.0
0,51.0,0.0,471.0,5621.63858550477,0.0,37.77,-122.18,120100.0,2107.0
0,52.0,0.0,362.0,5621.63858550477,0.0,37.77,-122.18,100000.0,1748.0
